dic 09 00:27:36|5[info]09/12/2014 00:27:36 - [UTENTE = ][REMOTE IP = 87.15.72.85][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:27:38|5[info]09/12/2014 00:27:38 - [UTENTE = ][REMOTE IP = 87.15.72.85][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:27:47|5[info]09/12/2014 00:27:47 - [UTENTE = ][REMOTE IP = 87.15.72.85][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:27:54|5[info]09/12/2014 00:27:54 - [UTENTE = ][REMOTE IP = 87.15.72.85][act = Login][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:27:56|5[info]09/12/2014 00:27:56 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][act = Search][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:27:58|5[info]09/12/2014 00:27:58 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][act = Orders][user_id = 7218][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:28:07|5[info]09/12/2014 00:28:07 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:28:09|5[info]09/12/2014 00:28:09 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:28:19|5[info]09/12/2014 00:28:19 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:28:20|5[info]09/12/2014 00:28:20 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
dic 09 00:28:23|5[info]09/12/2014 00:28:23 - [UTENTE = alberto][REMOTE IP = 87.15.72.85][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36]
