gen 13 00:00:35|5[info]13/01/2015 00:00:35 - [UTENTE = ][REMOTE IP = 87.0.199.157][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:00:41|5[info]13/01/2015 00:00:41 - [UTENTE = ][REMOTE IP = 87.0.199.157][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:00:59|5[info]13/01/2015 00:00:59 - [UTENTE = ][REMOTE IP = 87.0.199.157][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:04|5[info]13/01/2015 00:01:04 - [UTENTE = ][REMOTE IP = 87.0.199.157][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:08|5[info]13/01/2015 00:01:08 - [UTENTE = ][REMOTE IP = 87.0.199.157][act = Login][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:22|5[info]13/01/2015 00:01:22 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:29|5[info]13/01/2015 00:01:29 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:33|5[info]13/01/2015 00:01:33 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][id_contenuto = Array][id_giacenza = Array][quantita = Array][note_971 = Inserisci una nota sul prodotto][note_14 = Inserisci una nota sul prodotto][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:37|5[info]13/01/2015 00:01:37 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][id_contenuto = Array][id_giacenza = Array][quantita = Array][note_971 = Inserisci una nota sul prodotto][note_14 = Inserisci una nota sul prodotto][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:01:50|5[info]13/01/2015 00:01:50 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:02:04|5[info]13/01/2015 00:02:04 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:02:34|5[info]13/01/2015 00:02:34 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:02:55|5[info]13/01/2015 00:02:55 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:02:57|5[info]13/01/2015 00:02:57 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:03:00|5[info]13/01/2015 00:03:00 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:03:36|5[info]13/01/2015 00:03:36 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = Search][gm = 14][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:03:52|5[info]13/01/2015 00:03:52 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
gen 13 00:04:03|5[info]13/01/2015 00:04:03 - [UTENTE = alberto][REMOTE IP = 87.0.199.157][REQUEST METHOD = GET][USER AGENT = Opera/9.80 (Macintosh; Intel Mac OS X 10.10.1) Presto/2.12.388 Version/12.16]
